Number of Nodes,Probability,Seed,Lower Bound,Lower Bound (normalized),Generic Upper Bound,Generic Upper Bound (normalized),Main Thm Upper Bound,Main Thm Upper Bound (normalized),Greedy Upper Bound,Cotengra Upper Bound,HyperOpt Upper Bound,Largest HSC Rank
10,0.15,100,0.0,0.0,6.000000000000001,5.333333333333335,6.750000000000001,5.833333333333335,6.0,6.0,6.0,2
10,0.15,101,0.0,0.0,5.628052871388726,4.444444444444445,6.719205979106948,5.091836734693879,4.0,4.0,4.0,2
10,0.15,102,0.4433074365234303,0.5357438339125985,9.409775138297737,7.111111111111111,10.585997030584956,7.611111111111111,4.0,4.0,4.0,3
10,0.15,103,0.0,0.0,7.464101615137769,6.222222222222223,8.39711431702999,6.722222222222223,4.0,4.0,4.0,2
10,0.15,104,0.0,0.0,6.634756991233562,5.333333333333331,7.930607966083868,6.1249999999999964,4.0,4.0,4.0,2
10,0.15,105,0.0,0.0,3.3333333333333357,2.6666666666666665,3.900000000000003,3.0199999999999996,4.0,4.0,4.0,2
10,0.15,106,0.0,0.0,5.628052871388726,4.444444444444444,6.719205979106949,5.091836734693876,4.0,4.0,4.0,2
10,0.15,107,0.0,0.0,3.333333333333332,2.666666666666668,3.899999999999999,3.0200000000000014,4.0,4.0,4.0,2
10,0.15,108,0.0,0.0,4.552284749830792,3.5555555555555562,5.405838140424067,4.055555555555556,4.0,4.0,4.0,2
10,0.15,109,0.7722017862439498,1.00189438831146,10.155225663455264,8.588749774869683,10.437315265217912,8.236849610482661,3.0,3.0,3.0,3
10,0.15,110,0.6306511828783372,0.8526003325465776,8.375144178182634,6.827981766343601,9.274817869198348,7.081363902204009,3.0,2.0,2.0,3
10,0.15,111,0.40494640706855267,0.4893424508593974,6.742089715733444,5.333333333333335,7.275265177947058,5.397959183673471,3.0,3.0,3.0,3
10,0.15,112,0.0,0.0,6.069712999774393,4.444444444444445,5.974873734152919,4.25,6.0,6.0,6.0,2
10,0.15,113,0.5764507732310938,0.7687614844369448,4.633429429584488,4.125707392409493,5.4211124326138505,4.362935567473039,2.0,2.0,2.0,3
10,0.15,114,0.48847052148038217,0.6776218129937053,10.735257099181934,8.577558008084385,12.077164236579677,9.06004564603913,3.0,3.0,3.0,4
10,0.15,115,0.647817427552949,0.9066510220715708,6.781506930201996,5.003109569058688,8.05303947961487,5.472151091157941,3.0,3.0,3.0,4
10,0.15,116,0.0,0.0,8.42863948675507,6.222222222222221,9.482219422599455,6.722222222222221,5.0,5.0,5.0,3
10,0.15,117,0.35058660077079457,0.4084403846002091,6.577399447028107,5.3333333333333375,7.097550933910433,5.397959183673475,3.0,3.0,3.0,3
10,0.15,118,0.3313662175140804,0.3848041786383558,7.720752147159421,6.222222222222207,7.600115394860055,5.749999999999986,3.0,3.0,3.0,3
10,0.15,119,1.0340159046609474,1.4578613054126877,9.66593157535005,8.53144353136826,10.704264068795858,8.728066644005265,3.0,3.0,3.0,4
10,0.15,120,0.0,0.0,7.492123988226734,5.3333333333333375,8.955429454677269,6.125000000000005,5.0,5.0,5.0,3
10,0.15,121,0.0,0.0,8.340172973252084,7.999999999999995,8.57184444473131,7.722222222222218,3.0,3.0,3.0,3
10,0.15,122,0.6216590200241974,0.8570535602686833,13.942096921300841,8.888888888888875,14.74376749427564,8.899999999999986,4.0,4.0,4.0,5
10,0.15,123,0.0,0.0,7.492123988226726,5.333333333333336,8.955429454677258,6.125000000000002,5.0,5.0,5.0,3
10,0.15,124,0.5004527888232602,0.6197549886826719,7.200124216044293,5.333333333333335,7.76952179435392,5.397959183673471,4.0,4.0,4.0,3
10,0.15,125,1.2815555089790487,2.130128880294486,17.962620111807677,11.054536060045086,20.410027102041475,11.7612367581694,6.0,5.0,5.0,7
10,0.15,126,0.2963857924226805,0.3253738364859868,7.525705854324705,6.980728645032996,7.408116700350881,6.380822277100473,3.0,2.0,2.0,3
