Number of Nodes,Degree,Seed,Lower Bound,Lower Bound (normalized),Generic Upper Bound,Generic Upper Bound (normalized),Main Thm Upper Bound,Main Thm Upper Bound (normalized),Greedy Upper Bound,Cotengra Upper Bound,HyperOpt Upper Bound,Largest HSC Rank
12,3,33,0.48209978990858693,0.48209978990858615,16.17017961115851,16.170179611158513,14.710371729595588,13.812028417864564,5.0,5.0,5.0,5
12,3,34,2.3394800523460493,2.3394800523460484,16.087019498572324,16.087019498572303,13.405849582143603,12.719668892357095,7.0,6.0,6.0,6
12,3,35,2.447747931656754,2.4477479316567567,16.16811990329313,16.168119903293164,13.473433252744277,12.959003276042857,6.0,6.0,6.0,4
12,3,36,2.360246556061994,2.3602465560619925,15.90832691319596,15.908326913195996,14.472158511310212,13.588362571688245,8.0,6.0,6.0,6
12,3,37,1.93743675419735,1.9374367541973512,16.090825912206043,16.09082591220607,14.638181906242998,13.744247133342686,7.0,6.0,6.0,4
12,3,38,1.2956348551058918,1.2956348551058907,17.598594787527066,17.59859478752706,17.10974493231798,16.132045221899805,4.0,4.0,4.0,4
12,3,39,2.449711984984365,2.449711984984366,16.755960701695166,16.755960701695198,15.243269805014354,14.312383099364647,5.0,5.0,5.0,5
12,3,40,1.9218907537046528,1.9218907537046528,17.306695412741803,17.306695412741778,15.744285410202611,14.782802331716933,4.0,4.0,4.0,5
12,3,41,1.6755366879194338,1.675536687919435,16.833852160593374,16.833852160593374,15.31412939609536,13.092996124905955,5.0,5.0,5.0,4
12,3,42,2.5212320334232827,2.5212320334232823,16.74924666721177,16.749246667211725,15.237161898644043,14.306648194910014,5.0,5.0,5.0,4
12,3,43,1.9543638211620764,1.9543638211620764,16.78407768126913,16.784077681269153,15.268848446154557,14.336399686084068,5.0,5.0,5.0,5
12,3,44,1.2800684896710293,1.280068489671029,16.19457408225211,16.19457408225209,15.74472480218955,14.845026242064412,6.0,5.0,5.0,4
12,3,45,2.5212320334232823,2.5212320334232827,16.74924666721175,16.749246667211754,15.237161898644024,14.30664819491004,5.0,5.0,5.0,4
12,3,46,2.6666666666666687,2.6666666666666687,17.080575606683645,17.08057560668361,15.538579197746927,15.657194306126643,4.0,4.0,4.0,5
12,3,47,1.6184258230525042,1.6184258230525048,16.77915796601657,16.779157966016605,13.982631638347144,13.050456195790693,5.0,5.0,5.0,4
12,3,48,0.47774351590505326,0.4777435159050526,16.87211971234069,16.872119712340687,15.348942238309935,14.411602254291003,4.0,4.0,4.0,5
12,3,49,1.6755366879194338,1.6755366879194356,16.833852160593356,16.83385216059338,14.028210133827798,14.378915387173512,5.0,5.0,5.0,4
12,3,50,2.5212320334232827,2.5212320334232823,16.749246667211793,16.74924666721173,15.237161898644061,14.306648194910018,5.0,5.0,5.0,4
12,3,51,1.6755366879194358,1.6755366879194356,16.833852160593413,16.833852160593384,15.314129396095396,13.092996124905966,5.0,5.0,5.0,4
12,3,52,1.1312707395948376,1.1312707395948378,16.16546924262511,16.16546924262517,13.47122436885426,12.573142744264024,5.0,5.0,5.0,4
12,3,53,2.339480052346051,2.339480052346051,17.147811024846003,17.147811024845986,14.289842520705005,13.337186352657987,4.0,4.0,4.0,4
12,3,54,2.666666666666669,2.666666666666669,16.68465843842649,16.684658438426503,13.903882032022073,13.416407864998742,4.0,4.0,4.0,5
12,3,55,1.945073505577487,1.945073505577485,16.015982848255206,16.015982848255206,14.570095507787723,13.680318682884655,7.0,6.0,6.0,4
12,3,56,2.843180513049129,2.8431805130491314,17.012689369695217,17.012689369695167,14.177241141412683,13.76132314473091,5.0,5.0,5.0,6
12,3,57,1.6184258230525046,1.6184258230525046,16.779157966016612,16.77915796601662,13.98263163834718,13.050456195790705,5.0,5.0,5.0,4
12,3,58,1.771109430991502,1.7711094309915025,16.894730272562942,16.89473027256293,15.369511567401013,14.430915441147501,4.0,4.0,4.0,6
12,3,59,2.494261439153539,2.4942614391535374,16.185973306749176,16.18597330674919,14.72473960544543,13.8255188661816,7.0,6.0,6.0,5
12,3,60,1.1691924991764542,1.1691924991764533,17.52670703797293,17.5267070379729,14.605589198310774,13.631883251756701,4.0,4.0,4.0,5
12,3,61,2.145376723393058,2.145376723393058,15.908326913196017,15.908326913195994,14.472158511310264,12.373143154707995,7.0,6.0,6.0,6
12,3,62,1.8042552637693938,1.8042552637693943,17.043991930814936,17.043991930814936,15.505298214838588,14.558409774237756,4.0,4.0,4.0,6
12,3,63,0.4820997899085867,0.4820997899085867,17.196152422706632,17.19615242270664,15.643721995656726,14.688380194395256,4.0,4.0,4.0,6
12,3,64,2.3130670245274194,2.31306702452742,16.84131300623057,16.841313006230564,14.034427505192145,13.098799004845993,5.0,5.0,5.0,4
12,3,65,2.4942614391535387,2.4942614391535383,16.1859733067492,16.185973306749204,14.724739605445453,13.82551886618161,7.0,6.0,6.0,5
12,3,66,2.360246556061994,2.3602465560619925,15.908326913195985,15.908326913195976,14.472158511310234,13.588362571688227,7.0,6.0,6.0,6
12,3,67,1.632884137048585,1.6328841370485856,16.036490670625476,16.036490670625465,13.363742225521229,13.69783578115925,6.0,6.0,6.0,6
12,3,68,2.145376723393057,2.145376723393057,15.908326913196014,15.908326913195998,14.472158511310262,12.373143154707998,7.0,6.0,6.0,5
12,3,69,2.8431805130491314,2.8431805130491323,17.012689369695188,17.012689369695238,14.177241141412654,13.761323144730913,5.0,5.0,5.0,6
12,3,70,2.5212320334232814,2.5212320334232827,16.74924666721178,16.749246667211775,15.23716189864405,14.306648194910057,5.0,5.0,5.0,4
12,3,71,1.9450735055774873,1.945073505577486,16.01598284825523,16.015982848255252,14.570095507787745,13.680318682884693,7.0,6.0,6.0,4
12,3,72,1.0966998584585885,1.096699858458588,16.766212659234096,16.766212659234085,13.97184388269508,13.040387623848734,4.0,4.0,4.0,4
12,3,73,1.9450735055774864,1.9450735055774864,16.015982848255206,16.01598284825522,14.57009550778772,13.680318682884666,7.0,6.0,6.0,4
12,3,74,1.7711094309915019,1.771109430991502,16.89473027256294,16.894730272562953,15.369511567401009,14.430915441147523,5.0,4.0,4.0,5
12,3,75,0.4820997899085867,0.48209978990858604,17.19615242270666,17.196152422706657,15.643721995656755,14.68838019439527,4.0,4.0,4.0,6
12,3,76,1.9450735055774877,1.9450735055774877,16.015982848255224,16.01598284825524,14.57009550778774,13.680318682884684,7.0,6.0,6.0,4
12,3,77,2.3462262030236025,2.346226203023602,17.36341324122595,17.363413241225988,14.469511034354959,13.50487696539799,4.0,4.0,4.0,4
12,3,78,1.70630819627068,1.7063081962706792,17.14969805769306,17.149698057693087,14.291415048077551,13.338654044872401,5.0,4.0,4.0,6
12,3,79,1.618425823052506,1.618425823052505,16.779157966016566,16.779157966016623,13.982631638347138,13.050456195790707,5.0,5.0,5.0,4
12,3,80,1.9450735055774864,1.9450735055774857,16.015982848255216,16.015982848255216,14.57009550778773,13.680318682884664,7.0,6.0,6.0,4
12,3,81,1.9054073725999654,1.905407372599967,16.808732906786485,16.808732906786503,15.291277852701594,14.357459357880137,5.0,5.0,5.0,4
12,3,82,1.9054073725999658,1.9054073725999654,16.80873290678651,16.80873290678649,15.291277852701615,14.357459357880124,5.0,5.0,5.0,4
12,3,83,2.0692702473306093,2.0692702473306106,17.265323061968658,17.2653230619687,15.70664806331871,14.74746344876493,4.0,4.0,4.0,6
12,3,84,1.280068489671029,1.2800684896710286,16.19457408225207,16.194574082252114,15.744724802189513,14.845026242064439,6.0,5.0,5.0,4
12,3,85,2.424749867530572,2.424749867530573,17.124467999653294,17.124467999653294,15.578509083017927,14.627149749703856,4.0,4.0,4.0,5
12,3,86,2.3462262030236025,2.3462262030236025,17.363413241225967,17.36341324122595,14.469511034354973,13.50487696539796,4.0,4.0,4.0,4
12,3,87,1.169192499176453,1.169192499176453,17.999999999999996,18.00000000000004,14.999999999999996,14.000000000000032,3.0,3.0,3.0,5
12,3,88,0.4777435159050534,0.4777435159050523,16.87211971234068,16.872119712340705,15.348942238309924,14.41160225429102,4.0,4.0,4.0,5
12,3,89,2.753910795810061,2.753910795810059,17.039810126513153,17.039810126513196,14.199841772094295,13.58943153933467,4.0,4.0,4.0,6
12,3,90,1.3066869394829654,1.306686939482965,17.04177374990308,17.041773749903136,16.568391145739103,15.621625937411206,4.0,4.0,4.0,5
12,3,91,2.346226203023603,2.346226203023604,17.36341324122597,17.363413241225963,14.469511034354976,13.504876965397973,4.0,4.0,4.0,4
12,3,92,1.0966998584585874,1.0966998584585879,16.76621265923406,16.766212659234107,13.971843882695051,13.040387623848751,4.0,4.0,4.0,4
12,3,93,1.9218907537046532,1.9218907537046528,17.306695412741817,17.306695412741824,15.744285410202625,14.782802331716974,4.0,4.0,4.0,5
